Transaction,Purchase Date,Customer ID,Gender,Marital Status,Homeowner,Children,Annual Income,City,State or Province,Country,Product Family,Product Department,Product Category,Units Sold,Revenue
223,01/26/12,3799,F,S,Y,2,$30K - $50K,Salem,OR,USA,Non-Consumable,Carousel,Specialty,6,$23.92
224,01/26/12,9469,F,S,Y,1,$10K - $30K,Tacoma,WA,USA,Non-Consumable,Household,Kitchen Products,5,$11.35
225,01/26/12,4813,F,M,N,1,$70K - $90K,Los Angeles,CA,USA,Food,Eggs,Eggs,3,$26.50
226,01/26/12,5358,F,M,Y,1,$150K +,Bremerton,WA,USA,Food,Frozen Foods,Vegetables,5,$7.04
227,01/26/12,6866,F,M,N,5,$10K - $30K,Tacoma,WA,USA,Food,Frozen Foods,Frozen Desserts,3,$7.76
228,01/26/12,1387,F,M,Y,1,$70K - $90K,Portland,OR,USA,Food,Baking Goods,Baking Goods,2,$5.56
229,01/26/12,7617,F,M,N,3,$10K - $30K,Portland,OR,USA,Drink,Alcoholic Beverages,Beer and Wine,4,$10.72
230,01/26/12,1965,F,M,Y,3,$30K - $50K,Tacoma,WA,USA,Food,Dairy,Dairy,5,$17.16
231,01/27/12,2878,F,M,Y,4,$30K - $50K,Bremerton,WA,USA,Food,Canned Foods,Canned Soup,4,$6.23
232,01/27/12,5476,M,M,Y,4,$50K - $70K,Salem,OR,USA,Food,Frozen Foods,Vegetables,5,$19.52
233,01/27/12,2664,F,S,Y,3,$50K - $70K,Tacoma,WA,USA,Food,Baking Goods,Baking Goods,2,$2.75
234,01/27/12,10161,M,S,N,0,$30K - $50K,Beverly Hills,CA,USA,Food,Deli,Meat,5,$3.04
235,01/27/12,10240,F,S,Y,3,$130K - $150K,Bremerton,WA,USA,Food,Baking Goods,Baking Goods,3,$8.66
236,01/27/12,9175,F,S,Y,2,$90K - $110K,San Diego,CA,USA,Food,Frozen Foods,Pizza,4,$23.13
237,01/27/12,3667,F,S,Y,2,$50K - $70K,Seattle,WA,USA,Food,Snack Foods,Snack Foods,6,$7.84
238,01/27/12,1748,F,S,N,1,$10K - $30K,Los Angeles,CA,USA,Food,Baked Goods,Bread,4,$9.87
239,01/27/12,3153,F,M,Y,0,$70K - $90K,Salem,OR,USA,Food,Starchy Foods,Starchy Foods,5,$20.88
240,01/27/12,3388,F,M,N,4,$30K - $50K,Salem,OR,USA,Food,Deli,Meat,6,$4.10
241,01/27/12,10026,F,S,N,3,$10K - $30K,Salem,OR,USA,Drink,Beverages,Pure Juice Beverages,4,$19.44
242,01/27/12,997,F,S,Y,4,$130K - $150K,Bremerton,WA,USA,Food,Frozen Foods,Meat,3,$15.57
243,01/27/12,5499,M,M,Y,4,$70K - $90K,Portland,OR,USA,Food,Produce,Vegetables,4,$19.07
244,01/27/12,7368,F,S,N,1,$50K - $70K,Portland,OR,USA,Non-Consumable,Household,Cleaning Supplies,6,$12.69
245,01/27/12,8427,M,M,Y,3,$10K - $30K,Spokane,WA,USA,Non-Consumable,Health and Hygiene,Decongestants,5,$7.31
246,01/27/12,8901,M,M,N,1,$90K - $110K,Salem,OR,USA,Food,Produce,Vegetables,4,$13.99
247,01/27/12,3673,M,M,Y,1,$30K - $50K,Walla Walla,WA,USA,Food,Frozen Foods,Frozen Desserts,4,$16.80
248,01/27/12,5143,M,S,N,1,$10K - $30K,Tacoma,WA,USA,Food,Baking Goods,Jams and Jellies,5,$9.52
249,01/28/12,10233,M,M,Y,2,$50K - $70K,San Diego,CA,USA,Food,Frozen Foods,Breakfast Foods,3,$30.19
250,01/28/12,1758,F,S,Y,4,$30K - $50K,Bremerton,WA,USA,Drink,Beverages,Hot Beverages,4,$2.46
251,01/28/12,2448,F,S,Y,1,$10K - $30K,Spokane,WA,USA,Food,Deli,Side Dishes,3,$6.65
252,01/28/12,2890,F,M,Y,4,$30K - $50K,Los Angeles,CA,USA,Drink,Alcoholic Beverages,Beer and Wine,6,$18.22
253,01/28/12,7352,F,S,Y,4,$50K - $70K,Los Angeles,CA,USA,Drink,Alcoholic Beverages,Beer and Wine,4,$4.56
254,01/28/12,3092,M,S,N,0,$50K - $70K,Seattle,WA,USA,Non-Consumable,Periodicals,Magazines,4,$37.65
255,01/28/12,4445,F,S,Y,2,$50K - $70K,Tacoma,WA,USA,Food,Produce,Vegetables,4,$5.26
256,01/28/12,3463,M,S,N,0,$10K - $30K,Salem,OR,USA,Food,Canned Foods,Vegetables,5,$5.04
257,01/28/12,6501,F,S,N,5,$30K - $50K,San Diego,CA,USA,Food,Baked Goods,Bread,3,$3.56
258,01/28/12,8758,M,M,Y,3,$70K - $90K,Los Angeles,CA,USA,Drink,Beverages,Pure Juice Beverages,6,$15.65
259,01/29/12,3153,F,M,Y,0,$70K - $90K,Salem,OR,USA,Food,Canned Foods,Canned Oysters,2,$9.72
260,01/29/12,4179,M,M,Y,0,$50K - $70K,San Diego,CA,USA,Food,Frozen Foods,Breakfast Foods,2,$6.48
261,01/29/12,6655,F,S,Y,4,$130K - $150K,Portland,OR,USA,Food,Snack Foods,Snack Foods,3,$9.21
262,01/29/12,1423,F,S,N,0,$50K - $70K,Salem,OR,USA,Drink,Alcoholic Beverages,Beer and Wine,5,$6.28
263,01/29/12,4021,M,M,N,3,$30K - $50K,Spokane,WA,USA,Non-Consumable,Household,Kitchen Products,6,$30.35
264,01/29/12,4443,F,S,Y,0,$130K - $150K,Portland,OR,USA,Food,Deli,Meat,2,$8.37
265,01/29/12,5079,F,M,N,3,$10K - $30K,Beverly Hills,CA,USA,Food,Produce,Specialty,3,$10.69
266,01/29/12,5831,M,S,N,3,$30K - $50K,Bremerton,WA,USA,Food,Produce,Fruit,6,$10.76
267,01/29/12,4287,F,S,N,4,$30K - $50K,Seattle,WA,USA,Food,Baking Goods,Jams and Jellies,3,$12.88
268,01/30/12,3480,F,S,N,2,$10K - $30K,Los Angeles,CA,USA,Food,Frozen Foods,Frozen Desserts,5,$24.44
269,01/30/12,7801,M,M,Y,3,$70K - $90K,Los Angeles,CA,USA,Food,Baking Goods,Baking Goods,4,$6.49
270,01/30/12,4070,M,M,Y,2,$10K - $30K,Yakima,WA,USA,Food,Canned Foods,Canned Soup,6,$31.58
271,01/30/12,8578,F,M,Y,3,$130K - $150K,Yakima,WA,USA,Food,Baked Goods,Bread,2,$4.09
272,01/30/12,3599,M,M,Y,2,$30K - $50K,Salem,OR,USA,Food,Starchy Foods,Starchy Foods,5,$4.83
273,01/30/12,8164,F,S,N,4,$30K - $50K,Salem,OR,USA,Food,Dairy,Dairy,4,$15.75
274,01/30/12,5038,M,S,Y,2,$10K - $30K,Tacoma,WA,USA,Food,Produce,Packaged Vegetables,5,$9.96
275,01/30/12,9469,F,S,Y,1,$10K - $30K,Tacoma,WA,USA,Food,Snack Foods,Snack Foods,5,$13.57
276,01/30/12,8283,M,M,Y,1,$130K - $150K,Tacoma,WA,USA,Food,Frozen Foods,Breakfast Foods,6,$12.51
277,01/30/12,6204,F,M,Y,5,$110K - $130K,Salem,OR,USA,Non-Consumable,Household,Electrical,2,$5.73
278,01/30/12,378,M,S,Y,1,$30K - $50K,Spokane,WA,USA,Food,Produce,Fruit,5,$10.92
279,01/30/12,6835,M,M,Y,2,$70K - $90K,Spokane,WA,USA,Non-Consumable,Household,Kitchen Products,3,$18.85
280,01/30/12,7341,M,S,N,5,$30K - $50K,San Diego,CA,USA,Food,Deli,Meat,3,$15.34
281,01/30/12,9694,M,S,Y,1,$130K - $150K,Los Angeles,CA,USA,Drink,Alcoholic Beverages,Beer and Wine,3,$10.43
282,01/30/12,1070,F,S,N,2,$30K - $50K,Bremerton,WA,USA,Food,Dairy,Dairy,3,$7.25
283,01/31/12,9331,M,S,Y,2,$10K - $30K,Portland,OR,USA,Non-Consumable,Health and Hygiene,Decongestants,3,$8.46
284,01/31/12,9390,M,M,Y,1,$70K - $90K,Los Angeles,CA,USA,Drink,Alcoholic Beverages,Beer and Wine,2,$13.03
285,01/31/12,7801,M,M,Y,3,$70K - $90K,Los Angeles,CA,USA,Food,Produce,Vegetables,4,$5.24
286,01/31/12,1005,M,S,Y,2,$10K - $30K,Bremerton,WA,USA,Food,Canned Foods,Canned Soup,4,$7.83
287,01/31/12,2011,M,M,N,3,$70K - $90K,Yakima,WA,USA,Food,Produce,Vegetables,4,$18.80
288,01/31/12,4217,F,M,Y,5,$130K - $150K,Bellingham,WA,USA,Food,Deli,Meat,4,$15.40
289,01/31/12,6843,M,M,Y,3,$150K +,Seattle,WA,USA,Non-Consumable,Health and Hygiene,Bathroom Products,5,$36.92
290,01/31/12,2295,M,M,Y,4,$70K - $90K,Tacoma,WA,USA,Food,Produce,Vegetables,5,$24.68
291,01/31/12,6635,F,M,Y,1,$30K - $50K,San Diego,CA,USA,Food,Canned Foods,Canned Oysters,3,$5.51
292,01/31/12,7178,F,M,Y,1,$70K - $90K,San Diego,CA,USA,Food,Canned Foods,Canned Soup,4,$30.46
293,01/31/12,3012,F,M,Y,4,$70K - $90K,San Diego,CA,USA,Food,Canned Products,Fruit,4,$8.38
294,02/01/12,6083,M,M,Y,3,$150K +,San Diego,CA,USA,Food,Snacks,Candy,4,$28.90
295,02/01/12,780,M,S,Y,5,$110K - $130K,Salem,OR,USA,Food,Meat,Meat,5,$11.92
296,02/01/12,9461,M,S,N,4,$10K - $30K,Tacoma,WA,USA,Food,Baking Goods,Baking Goods,5,$6.96
297,02/01/12,4337,M,S,Y,5,$30K - $50K,Beverly Hills,CA,USA,Non-Consumable,Household,Cleaning Supplies,3,$6.27
298,02/01/12,5686,M,M,Y,3,$70K - $90K,Bremerton,WA,USA,Food,Produce,Fruit,4,$2.81
299,02/01/12,745,F,M,Y,5,$30K - $50K,Seattle,WA,USA,Drink,Alcoholic Beverages,Beer and Wine,3,$1.60
300,02/01/12,1379,F,M,Y,2,$30K - $50K,Beverly Hills,CA,USA,Food,Produce,Vegetables,7,$32.32
301,02/01/12,4763,F,M,N,5,$50K - $70K,San Diego,CA,USA,Drink,Beverages,Pure Juice Beverages,4,$8.40
302,02/01/12,6233,F,S,N,3,$10K - $30K,Portland,OR,USA,Food,Produce,Vegetables,6,$11.26
303,02/01/12,6273,M,S,N,2,$50K - $70K,San Diego,CA,USA,Food,Produce,Vegetables,5,$22.75
304,02/01/12,6273,M,S,N,2,$50K - $70K,San Diego,CA,USA,Food,Dairy,Dairy,6,$14.87
305,02/01/12,6675,M,M,N,5,$90K - $110K,Walla Walla,WA,USA,Food,Snacks,Candy,4,$3.75
306,02/02/12,4825,F,M,Y,3,$110K - $130K,Beverly Hills,CA,USA,Food,Produce,Vegetables,5,$13.68
307,02/02/12,2376,M,S,Y,2,$30K - $50K,Portland,OR,USA,Drink,Alcoholic Beverages,Beer and Wine,4,$18.82
308,02/02/12,5389,F,S,Y,1,$30K - $50K,Los Angeles,CA,USA,Food,Canned Foods,Canned Soup,3,$11.00
309,02/02/12,9736,M,S,N,3,$70K - $90K,Seattle,WA,USA,Food,Snack Foods,Snack Foods,5,$26.77
310,02/02/12,3503,F,M,Y,2,$50K - $70K,Beverly Hills,CA,USA,Food,Snacks,Candy,6,$14.16
311,02/02/12,8171,F,S,Y,1,$90K - $110K,San Diego,CA,USA,Drink,Beverages,Hot Beverages,5,$12.24
312,02/02/12,3020,F,M,N,1,$30K - $50K,Salem,OR,USA,Food,Canned Foods,Canned Soup,4,$21.79
313,02/02/12,2396,F,S,N,1,$50K - $70K,Beverly Hills,CA,USA,Food,Produce,Fruit,2,$6.96
314,02/02/12,1114,M,M,Y,4,$30K - $50K,San Diego,CA,USA,Food,Frozen Foods,Frozen Entrees,5,$8.50
315,02/02/12,4081,F,S,Y,1,$30K - $50K,San Diego,CA,USA,Food,Frozen Foods,Meat,3,$11.99
316,02/02/12,5162,M,M,Y,5,$130K - $150K,Walla Walla,WA,USA,Non-Consumable,Health and Hygiene,Bathroom Products,2,$12.31
317,02/02/12,7060,M,M,N,3,$50K - $70K,Los Angeles,CA,USA,Food,Produce,Vegetables,3,$15.48
318,02/02/12,8644,M,M,Y,2,$30K - $50K,Salem,OR,USA,Food,Snack Foods,Snack Foods,3,$8.64
319,02/02/12,7413,F,S,Y,3,$10K - $30K,Bremerton,WA,USA,Food,Starchy Foods,Starchy Foods,4,$10.76
320,02/02/12,9924,F,M,Y,0,$30K - $50K,Seattle,WA,USA,Food,Produce,Vegetables,5,$6.63
321,02/02/12,7927,M,M,N,3,$30K - $50K,Seattle,WA,USA,Food,Canned Foods,Vegetables,4,$8.17
322,02/02/12,6792,M,M,Y,4,$30K - $50K,Salem,OR,USA,Drink,Alcoholic Beverages,Beer and Wine,5,$14.25
323,02/02/12,3755,M,S,N,3,$30K - $50K,San Diego,CA,USA,Food,Baking Goods,Baking Goods,5,$18.40
324,02/02/12,5553,F,S,Y,3,$30K - $50K,Beverly Hills,CA,USA,Non-Consumable,Checkout,Miscellaneous,5,$13.19
325,02/02/12,3497,M,S,N,2,$50K - $70K,Tacoma,WA,USA,Food,Canned Foods,Vegetables,3,$5.04
326,02/02/12,8557,M,S,Y,1,$10K - $30K,Los Angeles,CA,USA,Food,Deli,Side Dishes,5,$12.49
327,02/02/12,9753,F,S,Y,4,$110K - $130K,Portland,OR,USA,Food,Produce,Vegetables,7,$16.80
328,02/02/12,5379,F,S,N,1,$50K - $70K,Tacoma,WA,USA,Non-Consumable,Checkout,Miscellaneous,5,$10.83
329,02/03/12,3861,F,M,Y,4,$30K - $50K,San Francisco,CA,USA,Non-Consumable,Health and Hygiene,Pain Relievers,1,$5.80
330,02/03/12,190,F,M,Y,1,$110K - $130K,Salem,OR,USA,Food,Deli,Meat,5,$10.73
331,02/03/12,7775,M,S,N,4,$30K - $50K,Los Angeles,CA,USA,Food,Canned Foods,Canned Anchovies,4,$14.25
332,02/03/12,566,M,S,N,5,$10K - $30K,Walla Walla,WA,USA,Non-Consumable,Health and Hygiene,Hygiene,3,$3.20
333,02/03/12,5984,M,S,Y,1,$130K - $150K,Tacoma,WA,USA,Food,Starchy Foods,Starchy Foods,5,$3.56
334,02/03/12,6359,F,S,N,2,$70K - $90K,Los Angeles,CA,USA,Food,Meat,Meat,6,$13.57
335,02/03/12,9785,M,S,Y,3,$90K - $110K,Seattle,WA,USA,Food,Produce,Vegetables,4,$11.19
336,02/03/12,1561,F,M,N,4,$10K - $30K,San Diego,CA,USA,Non-Consumable,Health and Hygiene,Bathroom Products,5,$11.72
337,02/03/12,5647,M,S,N,3,$30K - $50K,Seattle,WA,USA,Food,Produce,Fruit,3,$15.51
338,02/03/12,8427,M,M,Y,3,$10K - $30K,Spokane,WA,USA,Food,Baked Goods,Bread,4,$21.98
339,02/03/12,9855,F,S,N,4,$30K - $50K,Beverly Hills,CA,USA,Food,Frozen Foods,Pizza,5,$9.75
340,02/03/12,7056,F,M,Y,1,$10K - $30K,Bremerton,WA,USA,Food,Deli,Meat,3,$13.98
341,02/03/12,3239,F,S,N,4,$50K - $70K,Tacoma,WA,USA,Food,Snack Foods,Snack Foods,5,$23.76
342,02/03/12,3310,F,S,N,1,$10K - $30K,Tacoma,WA,USA,Non-Consumable,Health and Hygiene,Bathroom Products,4,$3.26
343,02/04/12,6510,F,M,Y,0,$50K - $70K,Salem,OR,USA,Non-Consumable,Household,Kitchen Products,4,$20.64
344,02/04/12,7619,F,S,N,5,$50K - $70K,Beverly Hills,CA,USA,Food,Produce,Fruit,4,$4.48
345,02/04/12,4995,M,S,N,2,$50K - $70K,Salem,OR,USA,Drink,Alcoholic Beverages,Beer and Wine,4,$12.10
346,02/04/12,3533,F,M,Y,1,$30K - $50K,Bremerton,WA,USA,Food,Snack Foods,Snack Foods,4,$13.56
347,02/04/12,4678,M,S,N,0,$50K - $70K,Salem,OR,USA,Food,Produce,Fruit,5,$6.26
348,02/04/12,8269,F,S,N,4,$30K - $50K,Salem,OR,USA,Food,Baking Goods,Baking Goods,5,$10.08
349,02/04/12,4461,M,M,N,1,$30K - $50K,Portland,OR,USA,Food,Baking Goods,Baking Goods,3,$2.94
350,02/04/12,5456,F,S,Y,2,$130K - $150K,San Francisco,CA,USA,Food,Canned Products,Fruit,3,$1.06
351,02/04/12,2924,M,S,N,5,$30K - $50K,Bremerton,WA,USA,Food,Canned Products,Fruit,6,$17.12
352,02/04/12,4649,M,S,Y,3,$10K - $30K,Tacoma,WA,USA,Food,Snack Foods,Snack Foods,4,$20.35
353,02/04/12,5341,F,M,Y,2,$10K - $30K,Tacoma,WA,USA,Food,Baked Goods,Bread,3,$11.70
354,02/05/12,1023,M,M,Y,1,$50K - $70K,Los Angeles,CA,USA,Non-Consumable,Health and Hygiene,Hygiene,4,$19.95
355,02/05/12,6854,M,S,Y,3,$90K - $110K,Tacoma,WA,USA,Food,Produce,Vegetables,2,$11.24
356,02/05/12,8551,F,M,N,4,$10K - $30K,Tacoma,WA,USA,Food,Starchy Foods,Starchy Foods,6,$6.30
357,02/05/12,9788,F,M,N,0,$110K - $130K,Salem,OR,USA,Food,Baking Goods,Jams and Jellies,3,$7.10
358,02/05/12,7556,F,S,N,5,$30K - $50K,Tacoma,WA,USA,Food,Produce,Vegetables,6,$38.07
359,02/05/12,10039,M,M,Y,4,$50K - $70K,San Diego,CA,USA,Food,Snack Foods,Snack Foods,5,$15.30
360,02/05/12,3567,M,M,Y,1,$70K - $90K,Spokane,WA,USA,Food,Seafood,Seafood,3,$13.50
361,02/05/12,4066,F,M,Y,3,$130K - $150K,Bremerton,WA,USA,Food,Frozen Foods,Frozen Desserts,3,$5.18
362,02/05/12,4268,M,M,Y,0,$110K - $130K,Portland,OR,USA,Non-Consumable,Health and Hygiene,Bathroom Products,5,$10.58
363,02/05/12,2921,F,S,Y,4,$30K - $50K,Spokane,WA,USA,Drink,Beverages,Hot Beverages,3,$11.66
364,02/05/12,2523,M,S,Y,3,$90K - $110K,Beverly Hills,CA,USA,Food,Snack Foods,Snack Foods,4,$6.48
365,02/05/12,7281,F,M,Y,2,$70K - $90K,Tacoma,WA,USA,Food,Frozen Foods,Breakfast Foods,4,$2.31
366,02/05/12,2441,M,M,Y,5,$30K - $50K,Tacoma,WA,USA,Non-Consumable,Household,Paper Products,6,$17.09
367,02/06/12,2890,F,M,Y,4,$30K - $50K,Los Angeles,CA,USA,Food,Produce,Fruit,5,$24.86
368,02/06/12,4431,F,S,Y,4,$130K - $150K,Salem,OR,USA,Food,Deli,Meat,6,$11.23
369,02/06/12,4105,F,M,N,2,$30K - $50K,Bremerton,WA,USA,Non-Consumable,Household,Kitchen Products,3,$11.61
370,02/06/12,4727,F,M,Y,4,$150K +,Spokane,WA,USA,Food,Snacks,Candy,5,$9.63
371,02/06/12,6960,F,M,Y,3,$150K +,Tacoma,WA,USA,Food,Dairy,Dairy,4,$32.02
372,02/06/12,9208,F,S,N,5,$10K - $30K,Seattle,WA,USA,Food,Canned Foods,Canned Soup,5,$9.75
373,02/06/12,2918,F,S,N,3,$10K - $30K,Tacoma,WA,USA,Non-Consumable,Household,Kitchen Products,5,$14.84
374,02/06/12,6616,M,S,N,4,$50K - $70K,Portland,OR,USA,Food,Baked Goods,Bread,6,$12.12
375,02/06/12,4417,M,M,Y,2,$70K - $90K,Bremerton,WA,USA,Food,Snack Foods,Snack Foods,5,$9.86
376,02/06/12,5944,M,S,N,2,$30K - $50K,Bremerton,WA,USA,Food,Starchy Foods,Starchy Foods,4,$5.56
377,02/06/12,1329,F,S,N,3,$10K - $30K,Seattle,WA,USA,Food,Produce,Fruit,3,$8.35
378,02/07/12,1304,M,S,N,3,$50K - $70K,Salem,OR,USA,Food,Dairy,Dairy,4,$7.70
379,02/07/12,9554,M,M,Y,3,$70K - $90K,Salem,OR,USA,Food,Eggs,Eggs,5,$3.15
380,02/07/12,625,M,S,Y,1,$70K - $90K,Salem,OR,USA,Non-Consumable,Household,Electrical,3,$9.74
381,02/07/12,6675,M,M,N,5,$90K - $110K,Walla Walla,WA,USA,Food,Baking Goods,Jams and Jellies,4,$4.67
382,02/07/12,4337,M,S,Y,5,$30K - $50K,Beverly Hills,CA,USA,Food,Produce,Vegetables,4,$13.91
383,02/07/12,2613,F,M,Y,2,$30K - $50K,Portland,OR,USA,Food,Produce,Fruit,2,$15.39
384,02/07/12,7151,M,S,Y,4,$70K - $90K,San Diego,CA,USA,Drink,Beverages,Hot Beverages,4,$17.18
385,02/07/12,2525,M,S,N,0,$70K - $90K,Salem,OR,USA,Food,Produce,Vegetables,4,$15.31
386,02/07/12,5533,F,S,N,1,$10K - $30K,Salem,OR,USA,Food,Deli,Side Dishes,4,$15.39
387,02/07/12,880,M,S,N,1,$50K - $70K,Portland,OR,USA,Food,Produce,Vegetables,3,$15.46
388,02/07/12,7324,F,S,N,3,$70K - $90K,Beverly Hills,CA,USA,Non-Consumable,Health and Hygiene,Hygiene,4,$12.64
389,02/07/12,3415,M,S,Y,5,$30K - $50K,Seattle,WA,USA,Non-Consumable,Health and Hygiene,Bathroom Products,2,$5.24
390,02/07/12,8215,M,M,N,4,$10K - $30K,Portland,OR,USA,Food,Produce,Vegetables,5,$8.57
391,02/08/12,373,F,S,N,2,$10K - $30K,Salem,OR,USA,Non-Consumable,Household,Cleaning Supplies,3,$5.22
392,02/08/12,9236,M,S,N,0,$70K - $90K,Salem,OR,USA,Food,Baked Goods,Bread,5,$8.68
393,02/08/12,1931,M,M,N,1,$110K - $130K,Seattle,WA,USA,Food,Canned Products,Fruit,3,$10.61
394,02/08/12,8634,F,M,Y,3,$50K - $70K,Los Angeles,CA,USA,Food,Produce,Specialty,2,$11.47
395,02/08/12,9057,M,M,Y,2,$130K - $150K,San Diego,CA,USA,Non-Consumable,Checkout,Miscellaneous,3,$10.44
396,02/08/12,1196,M,S,Y,1,$50K - $70K,Salem,OR,USA,Food,Frozen Foods,Breakfast Foods,4,$10.75
397,02/08/12,4828,M,M,Y,4,$70K - $90K,Los Angeles,CA,USA,Food,Baking Goods,Baking Goods,3,$4.88
398,02/08/12,6675,M,M,N,5,$90K - $110K,Walla Walla,WA,USA,Non-Consumable,Health and Hygiene,Bathroom Products,3,$11.28
399,02/08/12,1005,M,S,Y,2,$10K - $30K,Bremerton,WA,USA,Food,Snack Foods,Snack Foods,2,$5.88
400,02/08/12,8858,M,M,N,3,$50K - $70K,Beverly Hills,CA,USA,Food,Produce,Fruit,6,$4.88
401,02/08/12,5925,M,M,Y,3,$30K - $50K,Seattle,WA,USA,Food,Produce,Specialty,5,$5.31
402,02/08/12,6001,F,M,N,2,$90K - $110K,Tacoma,WA,USA,Food,Frozen Foods,Vegetables,3,$3.98
403,02/09/12,4247,F,M,Y,3,$70K - $90K,Portland,OR,USA,Food,Produce,Fruit,3,$16.38
404,02/09/12,7493,F,M,Y,3,$110K - $130K,San Diego,CA,USA,Food,Canned Foods,Vegetables,4,$15.02
405,02/09/12,4315,M,S,N,2,$30K - $50K,Tacoma,WA,USA,Food,Dairy,Dairy,5,$19.14
406,02/09/12,9309,M,M,Y,4,$10K - $30K,Tacoma,WA,USA,Drink,Beverages,Carbonated Beverages,4,$5.50
407,02/09/12,1196,M,S,Y,1,$50K - $70K,Salem,OR,USA,Food,Canned Foods,Canned Soup,2,$16.14
408,02/09/12,2398,F,S,N,4,$50K - $70K,Salem,OR,USA,Non-Consumable,Household,Kitchen Products,5,$14.48
409,02/09/12,6559,M,S,N,3,$70K - $90K,Bremerton,WA,USA,Food,Snack Foods,Snack Foods,3,$10.56
410,02/09/12,10186,M,S,Y,2,$30K - $50K,Salem,OR,USA,Food,Baking Goods,Jams and Jellies,4,$7.94
411,02/09/12,9752,F,M,Y,1,$50K - $70K,Tacoma,WA,USA,Food,Snack Foods,Snack Foods,4,$11.43
412,02/10/12,148,M,S,N,2,$70K - $90K,Seattle,WA,USA,Food,Frozen Foods,Pizza,3,$3.08
413,02/10/12,8574,F,M,Y,0,$50K - $70K,Seattle,WA,USA,Food,Canned Foods,Vegetables,3,$4.54
414,02/10/12,4401,M,S,Y,1,$130K - $150K,Portland,OR,USA,Food,Snack Foods,Snack Foods,3,$6.77
415,02/10/12,4779,M,S,Y,4,$130K - $150K,Salem,OR,USA,Non-Consumable,Household,Paper Products,5,$14.95
416,02/10/12,9752,F,M,Y,1,$50K - $70K,Tacoma,WA,USA,Food,Produce,Specialty,3,$13.06
417,02/10/12,8116,F,S,N,2,$110K - $130K,Salem,OR,USA,Food,Frozen Foods,Vegetables,4,$7.96
418,02/10/12,8901,M,M,N,1,$90K - $110K,Salem,OR,USA,Non-Consumable,Health and Hygiene,Hygiene,6,$12.16
419,02/10/12,8730,F,M,Y,1,$10K - $30K,Los Angeles,CA,USA,Food,Snack Foods,Snack Foods,3,$8.78
420,02/11/12,7324,F,S,N,3,$70K - $90K,Los Angeles,CA,USA,Drink,Beverages,Pure Juice Beverages,3,$26.64
421,02/11/12,9021,M,S,Y,3,$10K - $30K,Los Angeles,CA,USA,Food,Baked Goods,Bread,3,$18.53
422,02/11/12,4892,M,S,N,5,$30K - $50K,Tacoma,WA,USA,Food,Baking Goods,Baking Goods,4,$16.56
423,02/11/12,7743,F,S,N,0,$30K - $50K,Bremerton,WA,USA,Food,Frozen Foods,Vegetables,3,$23.90
424,02/11/12,7781,M,S,N,2,$50K - $70K,Seattle,WA,USA,Food,Snacks,Candy,4,$6.38
425,02/11/12,8435,F,M,N,3,$70K - $90K,Tacoma,WA,USA,Drink,Beverages,Hot Beverages,5,$15.62
426,02/11/12,1808,M,S,N,4,$10K - $30K,San Diego,CA,USA,Non-Consumable,Health and Hygiene,Hygiene,4,$13.62
427,02/11/12,8984,F,M,Y,2,$70K - $90K,Beverly Hills,CA,USA,Food,Starchy Foods,Starchy Foods,6,$15.84
428,02/11/12,9014,F,S,N,1,$50K - $70K,Salem,OR,USA,Food,Deli,Meat,5,$21.56
429,02/11/12,7171,M,S,N,3,$30K - $50K,Yakima,WA,USA,Non-Consumable,Household,Plastic Products,4,$13.11
430,02/11/12,287,F,M,Y,0,$50K - $70K,Beverly Hills,CA,USA,Food,Snack Foods,Snack Foods,4,$5.04
431,02/11/12,7413,F,S,Y,3,$10K - $30K,Bremerton,WA,USA,Food,Canned Foods,Canned Soup,3,$2.11
432,02/11/12,8454,F,S,Y,3,$70K - $90K,Tacoma,WA,USA,Non-Consumable,Household,Cleaning Supplies,3,$3.84
433,02/12/12,780,M,S,Y,5,$110K - $130K,Salem,OR,USA,Non-Consumable,Health and Hygiene,Bathroom Products,4,$10.13
434,02/12/12,7781,M,S,N,2,$50K - $70K,Seattle,WA,USA,Food,Snack Foods,Snack Foods,6,$12.79
435,02/12/12,1897,F,S,Y,4,$130K - $150K,Salem,OR,USA,Food,Snack Foods,Snack Foods,4,$12.72
436,02/12/12,7525,M,M,N,2,$30K - $50K,Bellingham,WA,USA,Food,Produce,Vegetables,3,$2.93
437,02/12/12,1205,F,M,N,1,$10K - $30K,Seattle,WA,USA,Food,Breakfast Foods,Breakfast Foods,5,$11.09
438,02/12/12,260,M,M,N,5,$50K - $70K,Portland,OR,USA,Food,Baking Goods,Jams and Jellies,6,$31.36
439,02/12/12,1159,F,S,N,2,$30K - $50K,Portland,OR,USA,Food,Produce,Vegetables,4,$29.34
440,02/12/12,924,M,M,Y,5,$30K - $50K,Bremerton,WA,USA,Non-Consumable,Household,Candles,7,$3.36
441,02/12/12,7276,M,S,N,0,$50K - $70K,Yakima,WA,USA,Food,Dairy,Dairy,4,$9.65
442,02/12/12,3552,F,S,Y,4,$10K - $30K,Tacoma,WA,USA,Food,Frozen Foods,Breakfast Foods,7,$4.35
443,02/12/12,6001,F,M,N,2,$90K - $110K,Tacoma,WA,USA,Non-Consumable,Periodicals,Magazines,5,$4.50
444,02/13/12,7319,M,M,Y,4,$110K - $130K,Salem,OR,USA,Non-Consumable,Health and Hygiene,Hygiene,4,$12.84
